epoch,train_loss,train_l2_loss,train_excange_proc,val_loss,val_l2_loss,val_excange_proc,test_loss,test_l2_loss,test_excange_proc,train_acc,val_acc,test_acc,diff,train_proc,eval_proc,comm_proc,timestamp,sleep_proc
77,1.3304303562641144,10799.6083984375,21.004564999999996,1.2634991686344146,10799.3916015625,0.0,1.320114598274231,10799.3916015625,0.0,0.5518,0.5454,0.5248,5.078208573650045e-07,25.829636,11.442183,17.128940105438232,2022-11-02 17:16:27.404233,0.0
78,1.3230439710617066,10794.24609375,18.854509,1.2561761062145234,10794.240234375,0.0,1.3012976098060607,10794.240234375,0.0,0.5375,0.55208,0.5386,3.5041495038967696e-07,23.501321,11.617961,15.116472959518433,2022-11-02 17:17:03.709071,0.0
79,1.35982718706131,10757.6142578125,20.731613000000003,1.3434390023946763,10757.2373046875,0.0,1.3845854532718658,10757.2373046875,0.0,0.5549,0.53304,0.5192,5.241421945356706e-07,25.607353,11.667146,16.757012367248535,2022-11-02 17:17:42.247639,0.0
80,1.3297747075557709,10740.388671875,16.097174,1.2962635283470154,10740.3642578125,0.0,1.3375889706611632,10740.3642578125,0.0,0.5568,0.53522,0.5241,6.644399377364607e-07,20.942875,11.480214,12.39698839187622,2022-11-02 17:18:15.973673,0.0
81,1.3323969781398772,10720.6259765625,19.847329,1.2103036897182464,10720.3935546875,0.0,1.261457496881485,10720.3935546875,0.0,0.5721,0.56804,0.5576,6.19348384134355e-07,24.765485,11.711802,15.950023412704468,2022-11-02 17:18:53.564877,0.0
82,1.3661409652233123,10702.806640625,17.109966,1.2118655594587326,10702.818359375,0.0,1.2572597694396972,10702.818359375,0.0,0.5785,0.56918,0.5504,6.95841492870386e-07,21.977984,11.567819,13.276054620742798,2022-11-02 17:19:28.597520,0.0
83,1.3580607295036315,10701.7490234375,18.17432900000001,1.1832044388055802,10701.748046875,0.0,1.225952376127243,10701.748046875,0.0,0.5695,0.5801,0.5607,7.968812383296608e-07,22.736135,11.873943,14.490826845169067,2022-11-02 17:20:04.585920,0.0
84,1.3249886065721512,10663.7568359375,20.908413999999997,1.2165124505758285,10663.4033203125,0.0,1.2714702886343003,10663.4033203125,0.0,0.5784,0.5743,0.5581,5.984726385577233e-07,26.057846,11.485718,16.771904945373535,2022-11-02 17:20:43.361118,0.0
85,1.337056403160095,10658.8330078125,18.273236000000008,1.2650573476552964,10658.82421875,0.0,1.3029210317134856,10658.82421875,0.0,0.5513,0.55,0.5377,3.7973919120304345e-07,22.912329,11.643723,14.516994953155518,2022-11-02 17:21:18.991873,0.0
86,1.3265541589260101,10625.3525390625,19.44124699999999,1.2319763004779816,10625.1220703125,0.0,1.2864932250976562,10625.1220703125,0.0,0.5449,0.56674,0.5458,5.937284299761814e-07,24.269,11.654811,15.525536298751831,2022-11-02 17:21:56.304036,0.0
87,1.3277611029148102,10600.587890625,16.416220000000003,1.1934538514614106,10600.5556640625,0.0,1.2531583142280578,10600.5556640625,0.0,0.5582,0.5837,0.564,4.942606324220833e-07,20.984598,11.535506,12.737158298492432,2022-11-02 17:22:30.470012,0.0
88,1.328648339509964,10600.931640625,17.498040999999997,1.1630247542858123,10600.681640625,0.0,1.2197807979583741,10600.681640625,0.0,0.575,0.58792,0.5715,7.1671712476018e-07,22.206871,11.885521,13.613070964813232,2022-11-02 17:23:05.844238,0.0
89,1.2807549548149109,10563.0693359375,18.991478999999995,1.1887494822740554,10562.87890625,0.0,1.251237143278122,10562.87890625,0.0,0.5819,0.58248,0.5623,4.3615958134068933e-07,23.682516,11.445877,15.16167688369751,2022-11-02 17:23:42.231746,0.0
90,1.3315538632869721,10557.7021484375,19.838181999999996,1.1842475451231003,10557.69921875,0.0,1.2343332266807556,10557.69921875,0.0,0.5718,0.5826,0.5634,3.809299187196302e-07,24.229353,11.711046,16.123363971710205,2022-11-02 17:24:19.591405,0.0
